O1,O2,O3,O4,O5,Y1,Y2,Y3,Y4,Y5
0.952,1.024,1,1.324,1.124,0.792,0.976,0.948,1.344,1.084
0.932,1.032,1.004,1.28,1.124,0.752,1.036,0.94,1.364,1.072
0.932,1.024,1.004,1.276,1.116,0.856,1.112,0.932,1.348,1.108
0.932,1.036,1,1.244,1.108,1.14,1.092,0.952,1.356,1.048
0.944,1.016,1.008,1.212,1.108,1.004,1.1,0.92,1.34,1.06
0.944,1.008,1.012,1.16,1.108,0.8,0.996,0.972,1.348,1.12
0.948,0.996,0.992,1.156,1.112,0.724,1.036,1,1.372,1.108
0.964,0.992,0.996,1.164,1.112,0.776,1.128,0.972,1.34,1.088
0.984,0.964,0.996,1.16,1.124,0.96,1.112,0.952,1.404,1.108
0.964,0.956,0.972,1.164,1.128,0.828,1.004,0.92,1.34,1.072
0.98,0.988,0.976,1.116,1.132,0.852,1.12,0.892,1.364,1.056
0.968,0.988,1.016,1.112,1.14,1.068,1.148,0.924,1.38,1.088
0.976,1.008,1.012,1.068,1.156,0.86,1.028,0.972,1.308,1.112
0.972,1.004,1.004,1.084,1.172,0.852,1.068,0.98,1.464,1.084
0.976,1.024,1.036,1.076,1.188,0.94,1.116,0.992,1.316,1.14
0.992,1.032,1.02,1.068,1.164,0.884,1.06,1.012,1.464,1.104
1.012,1.032,1.02,1.068,1.144,0.816,0.996,0.996,1.344,1.04
1.032,1.04,1.024,1.088,1.132,0.928,0.944,0.956,1.368,1.092
1.06,1.068,1.004,1.052,1.132,0.944,1.092,0.92,1.308,1.1
1.08,1.04,1.024,1.068,1.104,0.848,1.128,0.952,1.28,1.044
1.084,1.052,1.028,1.116,1.068,0.828,1.084,0.948,1.372,1.088
1.092,1.052,1.004,1.084,1.056,0.932,1.064,0.92,1.252,1.096
1.096,1.052,1,1.096,1.06,0.94,1.124,0.928,1.436,1.044
1.108,1.06,0.996,1.1,1.068,0.832,1.14,0.944,1.276,1.076
1.096,1.084,0.996,1.144,1.084,0.892,1.08,0.952,1.296,1.088
1.084,1.068,1.012,1.18,1.092,1.012,1.12,0.948,1.344,1.068
1.08,1.088,1.02,1.132,1.116,0.9,1.124,0.92,1.296,1.072
1.08,1.08,1.024,1.172,1.128,0.872,1.028,0.916,1.408,1.112
1.064,1.088,1.004,1.156,1.14,0.92,1.064,0.932,1.324,1.088
1.052,1.084,1.028,1.156,1.132,0.896,1.14,1,1.412,1.052
1.016,1.088,1.032,1.188,1.136,0.788,1.14,0.988,1.472,1.048
1.036,1.088,1.016,1.212,1.144,0.8,1.052,0.972,1.388,0.948
0.92,1.088,1.012,1.232,1.152,0.904,1.056,0.952,1.356,0.876
1.12,1.08,1.016,1.18,1.152,1.116,1.088,0.908,1.268,0.808
0.996,1.104,1.004,1.232,1.152,0.872,1.092,0.872,1.172,0.788
0.984,1.08,1.02,1.208,1.148,0.832,0.968,0.9,1.428,0.852
0.98,1.08,1.048,1.18,1.152,0.904,1.084,0.936,1.264,0.864
0.944,1.068,1.016,1.152,1.144,0.916,1.156,0.96,1.4,0.864
0.952,1.088,1.008,1.176,1.152,0.812,1.084,0.952,1.172,1.016
0.932,1.092,1.02,1.168,1.164,0.812,0.984,0.92,1.168,1.056
0.956,1.084,1.02,1.156,1.14,0.888,1.144,0.92,1.172,1.04
0.964,1.08,0.988,1.164,1.14,0.88,1.188,0.992,1.24,0.896
0.964,1.076,0.988,1.144,1.112,0.792,1.156,1.016,1.36,0.868
0.924,1.084,1.016,1.14,1.092,0.796,1.104,0.984,1.248,0.82
0.94,1.092,1.016,1.256,1.072,0.944,1.076,0.956,1.4,0.788
0.924,1.076,1.032,1.312,1.068,0.94,1.004,0.976,1.268,0.78
0.936,1.104,1.028,1.3,1.076,0.812,1.144,0.976,1.368,0.808
0.956,1.112,0.996,1.292,1.08,0.832,1.156,0.956,1.42,0.804
0.976,1.1,1.004,1.3,1.088,0.864,1.132,0.912,1.296,0.872
0.988,1.076,1.004,1.292,1.108,0.808,1.02,0.928,1.396,1
0.952,1.088,0.984,1.26,1.112,0.8,1.084,0.924,1.296,1.04
0.948,1.072,0.984,1.248,1.124,0.848,1.124,0.932,1.444,0.984
0.96,1.044,0.976,1.228,1.128,0.832,1.116,0.932,1.448,0.984
0.964,1.06,0.96,1.188,1.124,0.824,1.112,0.916,1.4,0.976
0.928,1.044,0.948,1.184,1.132,0.864,1.004,0.912,1.504,0.956
0.956,1.06,0.956,1.172,1.144,0.84,1.068,0.916,1.444,0.948
0.948,1.068,0.94,1.164,1.16,0.836,1.04,0.928,1.416,1.088
0.96,1.068,0.964,1.148,1.172,0.852,1.1,0.96,1.412,1.124
0.956,1.088,0.984,1.128,1.176,0.924,1.112,1.012,1.38,1.072
0.952,1.112,1,1.132,1.192,0.916,1.092,1.024,1.48,1.032
0.968,1.096,1.024,1.076,1.176,0.82,1.032,1.032,1.296,1.016
0.988,1.112,1.04,1.012,1.176,0.788,1.1,1.012,1.396,1.012
0.988,1.092,1.036,1.028,1.168,0.912,1.108,0.96,1.268,1.012
0.98,1.108,1.036,1.032,1.156,0.936,1.092,0.92,1.256,1.008
0.964,1.104,1.044,1.02,1.18,0.848,1.048,0.908,1.38,1.008
0.96,1.092,1.02,1.024,1.196,0.8,1.096,0.952,1.312,1.012
0.928,1.104,0.996,1.028,1.216,0.896,1.088,1.012,1.428,0.98
0.94,1.092,1.016,1.028,1.216,0.908,1.124,1.028,1.22,0.972
0.888,1.084,1.028,1.032,1.188,0.82,1.112,1.012,1.368,1.012
0.884,1.096,1.008,1.032,1.188,0.82,1.104,0.976,1.208,1.052
0.896,1.104,1.008,1.02,1.188,0.904,1.06,0.984,1.336,1.084
0.94,1.088,1.024,1.052,1.156,0.84,0.9,0.98,1.364,1.096
0.972,1.1,1.016,1.076,1.172,0.784,0.916,0.944,1.312,1.096
1,1.076,1.012,1.076,1.144,0.804,1.196,0.924,1.304,1.072
1.016,1.064,1.012,1.108,1.136,0.872,1.16,0.92,1.244,1.068
1.036,1.088,0.996,1.108,1.136,0.804,1.132,0.952,1.324,1.064
1.052,1.084,1.004,1.108,1.136,0.748,0.984,0.968,1.128,1.088
1.048,1.044,1.012,1.156,1.124,0.752,1.08,0.968,1.216,1.052
1.048,1.04,0.988,1.148,1.124,0.792,1.148,0.976,1.228,0.988
1.056,1.032,1.008,1.148,1.128,0.856,1.016,1.016,1.196,1.012
1.052,1.024,1.032,1.172,1.124,0.788,0.852,1.028,1.14,1.06
1.052,1.044,1.028,1.148,1.116,0.732,0.808,0.992,1.136,1.148
1.06,1.056,1.032,1.164,1.132,0.784,0.876,1.004,1.224,1.212
1.052,1.072,1.044,1.22,1.132,0.936,0.792,1.012,1.1,1.212
1.056,1.1,1.04,1.152,1.132,0.832,0.78,0.932,1.028,1.184
1.064,1.06,1.008,1.176,1.132,0.804,0.752,0.904,0.944,1.104
1.076,1.08,1.02,1.18,1.128,0.88,0.744,0.908,0.932,1.084
1.088,1.072,1.02,1.16,1.148,0.888,0.796,0.864,0.876,1.084
1.08,1.072,1,1.256,1.152,0.824,0.96,0.844,0.888,1.108
1.076,1.068,1,1.276,1.164,0.748,0.992,0.868,0.952,1.096
1.064,1.08,1.028,1.232,1.164,0.768,0.956,0.88,0.952,1.124
1.06,1.072,1.024,1.26,1.176,0.816,0.9,0.88,0.932,1.144
1.044,1.076,1.02,1.292,1.172,0.812,0.96,0.896,0.864,1.164
1.024,1.056,1.04,1.224,1.168,0.792,1.008,0.896,0.836,1.132
1.008,1.064,1.032,1.26,1.164,0.856,1.024,0.92,0.804,1.08
1,1.084,1.012,1.272,1.168,0.892,0.936,1.004,0.84,1.06
1.004,1.08,1.032,1.232,1.168,0.804,0.996,1.036,0.816,1.036
0.984,1.092,1.02,1.212,1.184,0.7,1.108,1.028,0.804,0.996
1,1.092,1.024,1.208,1.192,0.712,1.092,0.984,0.816,0.964
1.016,1.08,1.016,1.188,1.18,1.156,1.08,0.928,0.828,1.02
1.024,1.084,1,1.172,1.16,0.904,1.02,0.884,0.844,1.172
1.028,1.092,0.988,1.192,1.16,0.908,1.076,0.848,0.884,1.192
1,1.06,1.004,1.2,1.148,1.008,1.1,0.876,0.916,1.08
0.972,1.06,1.004,1.228,1.108,0.836,1.096,0.9,0.912,1.12
0.988,1.064,0.996,1.224,1.112,0.784,1.072,0.888,0.9,1.168
1,1.056,0.98,1.216,1.104,0.832,1.092,0.872,0.9,1.092
0.972,1.064,0.968,1.22,1.112,0.856,1.136,0.964,0.872,1.164
0.944,1.06,0.984,1.18,1.108,0.788,1.14,1.048,0.856,1.132
0.948,1.064,0.98,1.18,1.116,0.816,1.076,1.08,0.868,1.036
0.908,1.064,0.968,1.168,1.132,0.92,1.072,1.092,0.904,1.032
0.928,1.072,0.976,1.156,1.144,0.972,1.144,1.052,0.988,0.984
0.936,1.052,0.992,1.148,1.168,0.832,1.164,1.012,1.148,0.912
0.944,1.072,1.008,1.14,1.168,0.776,1.164,0.984,1.176,0.86
0.948,1.092,1,1.072,1.18,0.788,1.156,0.964,1.208,0.848
0.92,1.08,1.004,1.056,1.164,0.94,1.132,0.964,1.336,0.916
0.936,1.084,0.964,1.072,1.164,0.9,1.028,0.98,1.26,1.112
0.956,1.088,0.956,1.032,1.148,0.816,1.092,1.008,1.188,0.992
0.964,1.076,0.984,1.04,1.16,0.848,1.116,0.996,1.212,1.068
0.98,1.096,0.996,1.044,1.152,0.844,1.104,0.96,1.124,1.132
0.984,1.08,0.996,1.032,1.156,0.764,0.98,0.908,1.196,1.116
0.964,1.076,1.012,1.052,1.172,0.708,1.056,0.892,1.132,1.136
0.956,1.096,1.02,1.068,1.176,0.672,1.128,0.944,1.26,1.16
0.94,1.092,1,1.068,1.16,0.672,1.116,0.972,1.28,1.04
0.936,1.08,1.008,1.076,1.16,1.288,0.96,0.98,1.196,0.94
0.956,1.088,1.016,1.08,1.156,0.952,1.048,0.944,1.272,0.864
0.964,1.084,1.004,1.116,1.164,0.86,1.176,0.904,1.172,0.864
0.932,1.06,1,1.156,1.156,0.796,1.088,0.908,1.34,0.868
0.932,1.092,0.996,1.132,1.156,0.78,1.06,0.912,1.188,0.828
0.948,1.076,0.98,1.176,1.164,0.844,1.036,0.916,1.316,0.8
0.952,1.06,1,1.172,1.168,0.856,0.94,0.924,1.284,0.772
0.94,1.032,0.98,1.164,1.172,0.792,0.964,0.892,1.28,0.788
0.928,1.024,0.98,1.228,1.18,0.816,0.944,0.892,1.404,0.796
0.944,1.044,0.996,1.268,1.188,0.864,0.844,0.916,1.352,0.784
0.948,1.052,1,1.224,1.164,0.824,0.812,0.912,1.38,0.8
0.916,1.04,0.996,1.232,1.16,0.78,0.792,0.888,1.344,0.808
0.94,1.056,1,1.236,1.14,0.768,0.788,0.872,1.392,0.844
0.944,1.044,0.996,1.24,1.116,0.788,0.8,0.908,1.38,0.9
0.94,1.052,0.984,1.228,1.092,0.748,0.812,0.904,1.456,0.988
0.912,1.052,1.004,1.22,1.076,0.712,0.828,0.872,1.352,0.996
0.932,1.056,1.008,1.232,1.06,0.676,0.756,0.88,1.444,0.992
0.952,1.076,0.996,1.22,1.06,0.668,0.724,0.856,1.34,0.984
0.972,1.076,1.008,1.22,1.052,0.728,0.752,0.82,1.468,0.984
1.016,1.072,1.024,1.224,1.06,0.684,0.808,0.84,1.352,0.972
1.032,1.084,1.008,1.14,1.064,0.66,0.952,0.86,1.444,0.968
1.06,1.064,1.02,1.144,1.072,0.652,1.02,0.892,1.304,0.992
1.072,1.08,1.024,1.132,1.084,0.648,0.996,0.892,1.428,1.004
1.064,1.088,1.004,1.176,1.088,0.66,0.932,0.868,1.396,1.024
1.072,1.068,0.992,1.172,1.084,0.72,0.896,0.88,1.344,0.996
1.056,1.076,1.016,1.176,1.088,0.772,0.908,0.92,1.432,1.052
1.06,1.08,1.012,1.184,1.096,0.724,0.92,0.932,1.324,1.072
1.064,1.072,0.988,1.2,1.088,0.76,0.912,0.924,1.364,1.04
1.068,1.056,0.984,1.228,1.088,0.796,0.88,0.884,1.332,1
1.084,1.048,1.004,1.22,1.096,0.824,0.888,0.868,1.364,0.984
1.088,1.028,0.992,1.224,1.092,0.748,0.92,0.888,1.372,1.028
1.084,1.04,0.972,1.244,1.076,0.732,0.92,0.9,1.34,1.044
1.072,1.06,0.976,1.272,1.072,0.78,0.876,0.916,1.42,1.128
1.072,1.076,0.984,1.26,1.06,0.812,0.848,0.904,1.324,1.14
1.056,1.08,0.968,1.244,1.064,0.832,0.868,0.96,1.44,1.1
1.06,1.096,0.968,1.276,1.056,0.752,0.896,1.02,1.272,1.14
1.06,1.06,0.996,1.276,1.06,0.74,0.932,1.04,1.392,1.116
1.068,1.064,1.004,1.228,1.064,0.756,0.988,1.04,1.268,1.08
1.056,1.084,1.016,1.212,1.068,0.76,0.98,1.064,1.364,1.104
1.056,1.052,1.024,1.16,1.06,0.74,0.928,0.976,1.304,1.08
1.064,1.096,1.012,1.156,1.072,0.704,0.936,0.908,1.292,0.996
1.052,1.108,1.024,1.168,1.068,0.668,0.98,0.888,1.408,1.024
1.032,1.068,1.016,1.124,1.06,0.684,0.972,0.884,1.248,1.1
1.02,1.096,0.996,1.116,1.064,0.884,0.98,0.876,1.36,1.04
1.04,1.092,0.976,1.108,1.072,0.976,1.008,0.88,1.228,1.116
1.072,1.064,0.976,1.048,1.064,0.884,1.016,0.892,1.372,1.16
1.084,1.088,0.952,1.04,1.06,0.756,0.964,0.884,1.396,1.104
1.088,1.064,0.944,1.044,1.056,0.712,0.9,0.876,1.36,1.18
1.084,1.06,0.944,1.028,1.052,0.76,0.94,0.88,1.376,1.12
1.08,1.068,0.932,1.024,1.048,0.924,0.924,0.892,1.312,1.06
1.06,1.068,0.928,1.036,1.044,0.8,0.96,0.936,1.428,1.084
1.024,1.056,0.948,1.04,1.048,0.72,1.088,1.036,1.288,1.08
0.992,1.064,0.98,1.024,1.056,0.76,1.02,1.084,1.248,1.02
0.952,1.056,0.94,1.012,1.044,0.78,0.928,1.068,1.296,1.044
0.936,1.06,0.964,1.02,1.048,0.716,1.052,1.032,1.388,0.984
0.936,1.072,0.984,1.048,1.036,0.684,1.104,0.984,1.472,0.944
0.944,1.052,0.992,1.056,1.04,0.664,1.064,0.932,1.388,1.032
0.94,1.076,0.976,1.084,1.028,0.712,1.084,0.924,1.396,1.088
0.948,1.08,0.984,1.132,1.016,0.944,1,0.916,1.328,1.056
0.948,1.064,1.004,1.172,1.012,0.808,1.112,0.916,1.352,1.132
0.952,1.076,0.992,1.156,1.012,0.692,1.16,0.936,1.228,1.16
0.968,1.08,0.996,1.16,1.004,0.668,1.144,0.984,1.36,1.084
0.98,1.048,0.996,1.212,1,0.732,1.084,0.988,1.212,1.092
0.976,1.052,1.004,1.208,0.992,0.812,1.032,0.988,1.344,1.084
0.972,1.048,1.024,1.22,0.988,0.824,1.108,1.004,1.22,1.024
0.972,1.036,1.04,1.224,1.008,0.756,1.124,1.012,1.26,1.06
0.988,1.044,0.996,1.228,1,0.796,1.084,1,1.32,1.088
1.008,1.04,0.98,1.228,1.004,0.796,1.012,0.916,1.292,1.016
1.02,1.012,1,1.228,1.012,0.76,1.1,0.956,1.348,1.024
1.028,1.012,0.984,1.228,1.016,0.724,1.116,0.952,1.28,0.976
1.044,1.044,0.984,1.228,1.028,0.708,1.048,0.952,1.42,0.98
1.052,1.056,1.008,1.264,1.036,0.68,1.016,0.96,1.3,0.972
1.064,1.072,1.012,1.248,1.044,0.656,1.128,0.964,1.372,0.936
1.056,1.056,1.004,1.224,1.064,0.644,1.168,0.948,1.356,0.892
1.052,1.064,1.02,1.228,1.084,0.644,1.12,0.968,1.352,0.904
1.032,1.08,1.016,1.24,1.096,0.652,1.12,0.956,1.364,1.012
1.032,1.1,1.012,1.192,1.124,0.664,1.116,0.936,1.22,1.052
1.036,1.088,1.024,1.204,1.12,0.712,1.004,0.908,1.22,0.996
1.04,1.112,1.036,1.216,1.128,0.676,0.988,0.892,1.092,1
1.044,1.072,1.012,1.216,1.14,0.676,0.984,0.968,1.108,0.96
1.06,1.096,1.012,1.208,1.14,0.676,0.952,0.992,1.088,0.972
1.056,1.124,1.016,1.192,1.132,0.712,1,0.956,0.968,0.944
1.064,1.104,1.004,1.192,1.12,0.692,1.084,0.924,0.992,0.992
1.04,1.108,1.032,1.192,1.116,0.684,0.98,0.944,1.316,1.072
1.004,1.128,1.024,1.196,1.096,0.692,1.112,0.964,1.392,1.156
1.008,1.104,1,1.176,1.068,0.7,1.14,0.956,1.252,1.164
0.996,1.108,0.992,1.156,1.056,0.696,1.036,0.888,1.304,1.184
1,1.104,1.02,1.16,1.04,0.668,1.004,0.936,1.268,1.184
1.024,1.112,1.016,1.176,1.04,0.676,1.036,0.94,1.244,1.164
1.044,1.088,1.004,1.192,1.048,0.672,0.996,0.924,1.284,1.164
1.052,1.068,1.004,1.22,1.056,0.672,1.004,0.928,1.192,1.12
1.052,1.052,1,1.224,1.068,0.668,1.056,0.996,1.3,1.064
1.072,1.056,0.992,1.216,1.076,0.664,1.116,0.988,1.296,1.076
1.064,1.076,1.02,1.22,1.104,0.664,1.068,1.008,1.3,1.08
1.048,1.072,1.004,1.224,1.096,0.684,0.892,1.016,1.456,1.052
1.044,1.072,1.008,1.212,1.112,0.732,0.808,1.004,1.304,1.072
1.044,1.088,1.012,1.208,1.116,0.74,0.836,1.016,1.42,1.14
1.028,1.1,1,1.188,1.12,0.708,0.948,1.008,1.328,1.124
1.016,1.116,1.024,1.164,1.132,0.712,0.904,0.964,1.412,1.124
1.032,1.128,1.016,1.156,1.128,0.744,0.98,0.948,1.344,1.14
1.028,1.108,1,1.164,1.136,0.796,1.096,0.96,1.352,1.108
1.004,1.088,0.996,1.128,1.14,0.744,1.1,0.988,1.444,1.06
1.02,1.06,0.992,1.112,1.144,0.708,1.004,0.992,1.428,1.096
1.044,1.04,0.992,1.104,1.156,0.708,1.044,0.972,1.512,1.152
1.04,1.032,1.012,1.04,1.172,0.732,1.016,0.98,1.456,1.12
1.056,1.04,1.036,1.036,1.172,0.748,1.028,0.976,1.404,1.168
1.052,1.052,1.028,1.028,1.176,0.708,1.06,0.968,1.4,1.172
1.056,1.064,1.072,0.992,1.184,0.716,1.084,0.952,1.456,1.136
1.044,1.072,1.084,1.012,1.172,0.74,1.084,0.992,1.344,1.18
1.052,1.072,1.088,1.02,1.14,0.78,1.08,1.028,1.452,1.104
1.052,1.072,1.072,1.02,1.128,0.72,0.98,1.04,1.34,0.972
1.048,1.068,1.072,1.04,1.116,0.724,1.088,0.968,1.452,1.028
1.036,1.08,1.048,1.072,1.108,0.772,1.12,0.9,1.3,1.18
1.032,1.108,1.06,1.096,1.12,0.728,1.092,0.884,1.448,1.156
1.04,1.132,1.036,1.128,1.112,0.692,0.944,0.92,1.308,1.152
1.028,1.12,1.012,1.124,1.112,0.692,1.04,0.936,1.304,1.016
1.012,1.084,1.008,1.124,1.108,0.696,1.12,0.932,1.424,0.956
1.024,1.096,1.02,1.152,1.1,0.748,1.136,0.9,1.292,0.928
1.024,1.088,1.016,1.228,1.096,0.756,1.064,0.888,1.328,0.896
0.988,1.088,1.016,1.124,1.108,0.708,1.12,0.892,1.26,1.06
0.984,1.072,1.02,1.164,1.124,0.7,1.04,0.912,1.452,1.036
1,1.072,1.012,1.276,1.144,0.68,1.068,0.916,1.404,1.048
1,1.088,0.992,1.188,1.136,0.652,1.064,0.888,1.296,1.052
0.992,1.092,1.024,1.196,1.156,0.636,1.044,0.868,1.448,0.992
1.012,1.076,1.012,1.236,1.176,0.64,0.964,0.896,1.368,0.98
1.028,1.052,1.024,1.256,1.18,0.652,1.04,0.916,1.376,0.964
1.016,1.044,1.04,1.268,1.18,0.7,1.12,0.924,1.248,0.952
1.04,1.072,1.056,1.264,1.172,0.672,1.12,0.904,1.22,0.956
1.068,1.06,1.028,1.304,1.172,0.676,1.068,0.888,1.344,1.056
1.06,1.076,1.04,1.312,1.164,0.756,1.088,0.9,1.248,1.148
1.036,1.076,1.048,1.272,1.164,0.932,1.132,0.92,1.388,1.112
1.052,1.084,1.044,1.216,1.156,0.824,1.112,0.916,1.276,1.184
1.052,1.08,1.036,1.224,1.152,0.744,1.072,0.88,1.32,1.128
1.028,1.076,1.036,1.208,1.148,0.792,1.128,0.884,1.18,1.088
1.04,1.064,1.024,1.192,1.152,0.852,1.116,0.896,1.232,1.104
1.04,1.072,1.036,1.2,1.16,0.792,1.052,0.92,1.264,1.1
1.028,1.056,1.028,1.192,1.172,0.744,1.108,0.9,1.344,1.008
1.04,1.048,1.036,1.168,1.172,0.852,1.1,0.888,1.284,1.06
1.06,1.056,1.028,1.172,1.172,1.008,1.068,0.916,1.176,1.132
1.052,1.06,1.04,1.188,1.184,0.908,1.08,0.948,1.236,1.144
1.048,1.068,1.016,1.144,1.188,0.784,1.08,0.948,1.18,1.224
1.064,1.06,1.008,1.12,1.176,0.768,1.06,0.92,1.312,1.212
1.088,1.068,1.008,1.148,1.156,0.8,1.092,0.88,1.22,1.164
1.08,1.072,1,1.092,1.12,0.96,1.076,0.864,1.24,1.176
1.076,1.06,1.008,1.112,1.092,0.824,1.02,0.876,1.2,1.152
1.08,1.068,1.024,1.112,1.084,0.788,0.908,0.932,1.228,1.1
1.064,1.072,1.016,1.088,1.064,0.888,1.02,1.088,1.272,1.112
1.056,1.088,1.016,1.096,1.048,1.016,1.14,1.128,1.224,1.08
1.056,1.072,1.016,1.108,1.044,0.848,1.1,1.08,1.28,1.084
1.068,1.048,1,1.076,1.04,0.932,1.04,0.996,1.192,1.136
1.1,1.044,0.984,1.104,1.028,1.016,1.108,0.972,1.416,1.104
1.108,1.044,1.012,1.12,1.016,0.792,1.124,0.936,1.272,1.104
1.08,1.044,1.016,1.08,1.016,0.752,1.048,0.904,1.324,1.12
1.088,1.028,1,1.108,1.024,0.744,1.004,0.9,1.2,1.08
1.076,1,1.024,1.1,1.024,0.752,1.072,0.896,1.292,1.036
1.04,0.996,1.012,1.136,1.048,0.732,1.104,0.904,1.28,1.084
1.028,1.052,1,1.132,1.036,0.728,1.004,0.908,1.268,1.104
1.036,1.048,1.012,1.128,1.076,0.808,1.064,0.928,1.292,1.096
1.052,1.068,1.004,1.168,1.064,0.936,1.092,1,1.244,1.168
1.064,1.068,1.004,1.156,1.092,0.804,1.02,0.996,1.34,1.132
1.052,1.084,1,1.16,1.084,0.764,1.016,0.996,1.236,1.008
1.064,1.104,1.012,1.144,1.096,0.796,1.076,0.988,1.312,0.956
1.092,1.1,1.004,1.208,1.092,0.848,1.084,0.964,1.268,0.948
1.048,1.084,1.012,1.236,1.1,0.86,1.024,0.936,1.356,0.968
1.036,1.108,1.036,1.152,1.088,0.776,1.004,0.888,1.384,1.032
1.036,1.112,1.032,1.156,1.076,0.784,1.1,0.904,1.236,1.144
1.028,1.1,1.016,1.136,1.068,0.852,1.112,0.932,1.392,1.16
1.012,1.112,1.036,1.144,1.056,0.952,1.056,0.948,1.356,1.108
0.996,1.112,1.028,1.204,1.052,0.9,1.068,0.952,1.244,1.156
1.016,1.104,1,1.184,1.052,0.796,1.088,0.928,1.36,1.104
1.028,1.084,1.024,1.324,1.048,0.808,1.064,0.9,1.34,1.044
1.024,1.08,1.052,1.232,1.048,0.884,1.032,0.916,1.492,1.052
1.016,1.048,1.024,1.232,1.052,0.784,1.044,0.956,1.288,1.068
1.044,1.056,1.008,1.212,1.06,0.732,1.02,0.94,1.352,1.048
1.048,1.044,1.012,1.22,1.068,0.784,1.096,0.912,1.372,1.136
1.04,1.032,1.02,1.188,1.092,1.12,1.084,0.884,1.42,1.144
1.024,1.036,1,1.176,1.068,0.916,0.992,0.904,1.432,1.14
1.064,1.028,1.02,1.188,1.084,0.836,1.008,0.9,1.324,1.216
1.068,1.012,1.028,1.172,1.1,0.84,1.056,0.888,1.336,1.192
1.04,1.02,0.988,1.144,1.084,0.812,1.06,0.86,1.18,1.148
1.036,1.012,1.008,1.12,1.096,0.784,0.98,0.852,1.356,1.2
1.048,1.008,0.988,1.124,1.088,0.78,1.068,0.884,1.332,1.156
1.06,1.02,0.98,1.084,1.088,0.816,1.068,0.88,1.4,1.152
1.048,1,0.98,1.06,1.096,0.848,0.968,0.872,1.296,1.164
1.052,1.016,0.968,1.008,1.08,0.788,0.928,0.884,1.288,1.108
1.052,1.016,0.968,0.992,1.088,0.756,1.04,0.94,1.244,1.06
1.044,1.012,0.968,0.988,1.084,0.708,1.076,0.984,1.104,1.104
1.028,1.024,0.968,0.988,1.084,0.7,1.016,0.984,1.14,1.092
1.052,1.016,0.968,0.984,1.08,0.684,1.08,0.94,1.12,1.024
1.072,1.012,0.992,0.98,1.072,0.656,1.048,0.88,0.968,1.004
1.068,1.004,0.996,0.984,1.076,0.66,1.112,0.86,0.908,1.008
1.064,0.98,0.988,0.984,1.076,0.676,1.132,0.876,0.888,0.992
1.076,0.976,1.004,0.992,1.076,0.74,1.092,0.864,0.908,1.116
1.08,0.992,1.024,1,1.076,0.748,0.98,0.868,0.952,1.12
1.072,1.028,1.044,1.008,1.084,0.732,1.044,0.852,1.032,1.052
1.036,1.044,1.06,1.032,1.084,0.78,1.104,0.816,1.284,1.084
1.04,1.028,1.048,1.048,1.088,0.888,1.052,0.848,1.224,1.028
1.052,1.064,1.036,1.024,1.1,0.82,1.096,0.912,1.116,0.976
1.048,1.056,1.056,1.024,1.068,0.728,1.108,1.032,1.112,1
1.04,1.056,1.06,1.044,1.068,0.764,1.024,1.032,1.012,1.032
1.032,1.068,1.02,1.08,1.068,0.896,0.992,1.012,1.068,1.06
1.056,1.064,1.028,1.108,1.064,0.884,1.048,0.996,1.3,1.2
1.064,1.064,1.028,1.236,1.064,0.812,0.924,0.992,1.172,1.224
1.06,1.068,1,1.152,1.06,0.804,1.02,0.964,1.256,1.184
1.08,1.08,1.016,1.192,1.06,0.84,1.124,0.952,1.32,1.192
1.1,1.084,1.052,1.188,1.064,0.904,1.052,0.924,1.26,1.152
1.1,1.104,1.028,1.12,1.064,0.832,1.104,0.904,1.36,1.096
1.076,1.088,1.024,1.164,1.064,0.78,1.12,0.88,1.236,1.12
1.096,1.08,1.02,1.236,1.06,0.816,1.076,0.944,1.292,1.04
1.096,1.08,1.024,1.184,1.064,0.86,1.04,0.984,1.244,0.944
1.064,1.08,1.044,1.2,1.068,0.78,1.112,1.048,1.368,0.892
1.06,1.072,1.028,1.116,1.044,0.82,1.112,1.06,1.3,0.84
1.06,1.088,1.008,1.16,1.048,1.128,1.116,1.04,1.348,1
1.056,1.092,1.028,1.3,1.044,0.964,1.02,1.016,1.484,1.152
1.028,1.1,1.036,1.204,1.048,0.844,1.02,0.948,1.328,1.112
1.04,1.112,0.912,1.228,1.044,0.832,1.06,0.932,1.42,1.176
1.036,1.096,1.156,1.224,1.048,0.8,1.12,0.9,1.412,1.172
1.032,1.088,1.012,1.22,1.06,0.828,1.112,0.888,1.264,1.1
1.016,1.116,1.008,1.24,1.072,0.772,1.088,0.888,1.536,1.12
1.036,1.108,1.032,1.248,1.092,0.828,1.14,0.912,1.42,1.12
1.032,1.096,1.06,1.228,1.104,1.116,0.992,0.956,1.276,1.076
1.016,1.112,1.048,1.232,1.124,0.94,0.948,0.992,1.3,1.088
1.024,1.096,1.048,1.212,1.132,0.844,1.068,0.96,1.112,1.088
1.052,1.084,1.064,1.196,1.14,0.832,1.14,0.928,1.164,1.044
1.056,1.092,1.016,1.192,1.144,0.868,1.032,0.9,1.212,1.128
1.044,1.088,1.012,1.224,1.14,0.804,1.124,0.94,1.436,1.108
1.056,1.092,0.992,1.22,1.152,0.776,1.14,0.936,1.356,1.052
1.064,1.112,0.98,1.184,1.112,0.9,1.08,0.956,1.36,1.096
